ApiRequestVO(id=30, productVO=ProductVO(id=30, name=item30, price=30000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=27, productVO=ProductVO(id=27, name=item27, price=27000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=26, productVO=ProductVO(id=26, name=item26, price=26000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=25, productVO=ProductVO(id=25, name=item25, price=25000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=24, productVO=ProductVO(id=24, name=item24, price=24000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=23, productVO=ProductVO(id=23, name=item23, price=23000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=22, productVO=ProductVO(id=22, name=item22, price=22000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=21, productVO=ProductVO(id=21, name=item21, price=21000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=60, productVO=ProductVO(id=60, name=item50, price=30000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=59, productVO=ProductVO(id=59, name=item59, price=29000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=58, productVO=ProductVO(id=58, name=item58, price=28000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=57, productVO=ProductVO(id=57, name=item57, price=27000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=56, productVO=ProductVO(id=56, name=item56, price=26000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=55, productVO=ProductVO(id=55, name=item55, price=25000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=54, productVO=ProductVO(id=54, name=item54, price=24000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=53, productVO=ProductVO(id=53, name=item53, price=23000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=52, productVO=ProductVO(id=52, name=item52, price=22000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=51, productVO=ProductVO(id=51, name=item51, price=21000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=30, productVO=ProductVO(id=30, name=item30, price=30000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=29, productVO=ProductVO(id=29, name=item29, price=29000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=28, productVO=ProductVO(id=28, name=item28, price=28000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=27, productVO=ProductVO(id=27, name=item27, price=27000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=26, productVO=ProductVO(id=26, name=item26, price=26000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=25, productVO=ProductVO(id=25, name=item25, price=25000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=24, productVO=ProductVO(id=24, name=item24, price=24000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=23, productVO=ProductVO(id=23, name=item23, price=23000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=22, productVO=ProductVO(id=22, name=item22, price=22000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
ApiRequestVO(id=21, productVO=ProductVO(id=21, name=item21, price=21000, type=3), apiResponseVO=ApiResponseVO(status=200, message=product3 was successfully processed))
